Date,Value
2015-06-25,1172.65
2015-06-24,1173.75
2015-06-23,1178.0
2015-06-22,1185.5
2015-06-19,1203.4
2015-06-18,1201.85
2015-06-17,1178.0
2015-06-16,1177.75
2015-06-15,1181.4
2015-06-12,1182.8
2015-06-11,1178.5
2015-06-10,1188.5
2015-06-09,1177.4
2015-06-08,1172.8
2015-06-05,1164.6
2015-06-04,1176.0
2015-06-03,1190.0
2015-06-02,1192.8
2015-06-01,1199.9
2015-05-29,1191.4
2015-05-28,1185.0
2015-05-27,1185.85
2015-05-26,1185.4
2015-05-25,1204.1
2015-05-22,1204.1
2015-05-21,1205.0
2015-05-20,1210.5
2015-05-19,1214.3
2015-05-18,1223.5
2015-05-15,1220.5
2015-05-14,1225.0
2015-05-13,1210.5
2015-05-12,1191.5
2015-05-11,1189.25
2015-05-08,1186.0
2015-05-07,1187.0
2015-05-06,1194.25
2015-05-05,1197.0
2015-05-04,1175.95
2015-05-01,1175.95
2015-04-30,1180.25
2015-04-29,1209.0
2015-04-28,1209.0
2015-04-27,1200.0
2015-04-24,1183.0
2015-04-23,1185.75
2015-04-22,1189.25
2015-04-21,1195.3
2015-04-20,1196.5
2015-04-17,1203.35
2015-04-16,1204.35
2015-04-15,1192.9
2015-04-14,1194.75
2015-04-13,1198.9
2015-04-10,1207.35
2015-04-09,1194.8
2015-04-08,1207.25
2015-04-07,1211.0
2015-04-06,1198.5
2015-04-03,1198.5
2015-04-02,1198.5
2015-04-01,1197.0
2015-03-31,1187.0
2015-03-30,1185.5
2015-03-27,1195.75
2015-03-26,1203.15
2015-03-25,1195.6
2015-03-24,1191.5
2015-03-23,1186.25
2015-03-20,1183.1
2015-03-19,1166.0
2015-03-18,1147.25
2015-03-17,1150.75
2015-03-16,1150.75
2015-03-13,1152.0
2015-03-12,1152.25
2015-03-11,1150.0
2015-03-10,1162.0
2015-03-09,1168.5
2015-03-06,1175.75
2015-03-05,1202.0
2015-03-04,1199.5
2015-03-03,1212.75
2015-03-02,1212.5
2015-02-27,1214.0
2015-02-26,1208.25
2015-02-25,1204.75
2015-02-24,1192.5
2015-02-23,1204.5
2015-02-20,1208.25
2015-02-19,1209.5
2015-02-18,1206.0
2015-02-17,1209.5
2015-02-16,1229.25
2015-02-13,1232.5
2015-02-12,1222.5
2015-02-11,1223.75
2015-02-10,1234.5
2015-02-09,1238.5
2015-02-06,1241.0
2015-02-05,1259.25
2015-02-04,1268.5
2015-02-03,1264.25
2015-02-02,1272.5
2015-01-30,1260.25
2015-01-29,1268.75
2015-01-28,1288.0
2015-01-27,1288.5
2015-01-26,1281.25
2015-01-23,1294.75
2015-01-22,1295.75
2015-01-21,1293.5
2015-01-20,1288.75
2015-01-19,1273.75
2015-01-16,1277.5
2015-01-15,1259.0
2015-01-14,1235.0
2015-01-13,1231.5
2015-01-12,1226.5
2015-01-09,1217.75
2015-01-08,1215.5
2015-01-07,1210.5
2015-01-06,1210.25
2015-01-05,1200.0
2015-01-02,1172.0
2015-01-01,1206.0
2014-12-31,1206.0
2014-12-30,1206.0
2014-12-29,1185.5
2014-12-26,1175.75
2014-12-25,1175.75
2014-12-24,1175.75
2014-12-23,1175.75
2014-12-22,1195.25
2014-12-19,1195.5
2014-12-18,1199.0
2014-12-17,1195.75
2014-12-16,1202.5
2014-12-15,1209.25
