,# of rooms,Area,Floor,Location,Price
0,2,60.0,4,Ауэзовский,17900000.0
1,2,54.0,4,Алмалинский,18300000.0
2,2,77.0,11,Алмалинский,23500000.0
3,1,41.9,7,Бостандыкский,21135000.0
4,1,73.4,5,Бостандыкский,31327000.0
5,4,153.0,11,Ауэзовский,49500000.0
6,2,54.8,5,Алатауский,13974000.0
7,2,64.5,5,Медеуский,35152500.0
8,1,21.0,4,Ауэзовский,5900000.0
9,3,90.9,3,Жетысуский,32000000.0
10,1,31.0,4,Бостандыкский,11800000.0
11,1,31.0,4,Бостандыкский,11800000.0
12,1,27.0,9,Ауэзовский,12000000.0
13,2,63.0,4,Ауэзовский,19000000.0
14,3,67.5,4,Медеуский,31000000.0
15,2,86.0,11,Медеуский,41000000.0
16,4,115.8,5,Медеуский,45000000.0
17,3,70.0,4,Бостандыкский,28800000.0
18,4,95.0,6,Бостандыкский,41000000.0
19,2,58.2,6,Алатауский,15132000.0
20,2,120.0,16,Медеуский,78000000.0
21,3,58.0,1,Ауэзовский,15500000.0
22,3,67.0,3,Бостандыкский,27000000.0
23,3,67.0,2,Турксибский,15500000.0
24,2,59.1,2,Турксибский,14500000.0
25,2,50.6,5,Жетысуский,12000000.0
26,3,64.0,5,Жетысуский,19000000.0
27,3,59.0,3,Бостандыкский,21000000.0
28,2,95.0,2,Бостандыкский,43000000.0
29,2,70.0,3,Турксибский,19900000.0
30,3,65.0,4,Алмалинский,23500000.0
31,3,100.0,7,Бостандыкский,68000000.0
32,2,70.0,3,Турксибский,19900000.0
33,3,65.0,4,Алмалинский,23500000.0
34,3,100.0,7,Бостандыкский,68000000.0
35,2,63.3,4,Жетысуский,13500000.0
36,2,54.8,6,Алатауский,18800000.0
37,2,45.0,3,Ауэзовский,13900000.0
38,4,74.0,2,Алмалинский,24500000.0
39,2,43.0,5,Алмалинский,16500000.0
40,3,59.0,1,Ауэзовский,14800000.0
41,1,41.0,8,Ауэзовский,15500000.0
42,1,32.0,1,Алмалинский,12000000.0
43,2,85.0,15,Алмалинский,19800000.0
44,3,87.3,8,Бостандыкский,35000000.0
45,4,181.0,4,Медеуский,90000000.0
46,3,60.0,3,Бостандыкский,22000000.0
47,1,54.0,5,Алатауский,15500000.0
48,2,88.0,9,Медеуский,37000000.0
49,2,63.0,2,Ауэзовский,21000000.0
50,2,86.0,5,Бостандыкский,35555555.0
51,3,91.0,3,Жетысуский,31000000.0
52,1,33.0,1,Алмалинский,14000000.0
53,1,64.0,7,Алмалинский,13500000.0
54,3,105.0,5,Бостандыкский,53000000.0
55,3,128.0,1,Бостандыкский,49280000.0
56,4,115.0,2,Бостандыкский,48000000.0
57,4,140.0,4,Медеуский,59000000.0
58,3,115.0,2,Бостандыкский,48000000.0
59,3,90.0,2,Бостандыкский,39000000.0
60,3,128.0,1,Бостандыкский,49000000.0
61,4,150.0,2,Бостандыкский,63525000.0
62,2,90.0,2,Бостандыкский,36500000.0
63,3,150.0,2,Бостандыкский,68600000.0
64,3,134.0,12,Медеуский,98000000.0
65,2,56.0,1,Ауэзовский,17600000.0
66,2,44.0,3,Ауэзовский,17000000.0
67,2,52.0,5,Ауэзовский,15000000.0
68,2,66.0,5,Бостандыкский,25300000.0
69,2,93.0,10,Бостандыкский,32800000.0
70,1,30.0,1,Бостандыкский,12000000.0
71,4,141.0,20,Алмалинский,40000000.0
72,3,80.0,5,Медеуский,32000000.0
73,2,57.7,5,Алмалинский,20000000.0
74,1,35.0,4,Алмалинский,15800000.0
75,3,90.0,3,Алмалинский,44500000.0
76,3,82.4,7,Алмалинский,40550000.0
77,1,45.0,6,Медеуский,20000000.0
78,2,60.0,2,Алмалинский,24000000.0
79,2,64.3,9,Алмалинский,34700000.0
80,2,65.0,3,Алмалинский,24500000.0
81,3,60.0,3,Бостандыкский,21500000.0
82,4,90.0,2,Бостандыкский,40000000.0
83,2,62.0,2,Ауэзовский,21000000.0
84,2,42.0,3,Бостандыкский,19200000.0
85,3,54.0,2,Бостандыкский,25000000.0
86,2,51.0,5,Алмалинский,26000000.0
87,2,63.0,2,Алмалинский,21500000.0
88,3,80.0,8,Медеуский,27000000.0
89,1,32.4,1,Наурызбайский,8900000.0
90,1,34.0,3,Медеуский,19900000.0
91,1,50.0,8,Ауэзовский,15080000.0
92,2,42.0,4,Бостандыкский,16500000.0
93,3,63.0,5,Алмалинский,19000000.0
94,2,66.0,9,Ауэзовский,22800000.0
95,2,65.0,8,Бостандыкский,28000000.0
96,2,70.08,7,Медеуский,44000000.0
97,1,40.0,7,Ауэзовский,12300000.0
98,3,78.0,2,Бостандыкский,40500000.0
99,2,44.0,3,Медеуский,19500000.0
100,3,70.0,6,Ауэзовский,24000000.0
101,3,172.0,2,Медеуский,104000000.0
102,4,150.0,15,Алмалинский,84400000.0
103,5,220.0,5,Алмалинский,147000000.0
104,4,165.0,16,Бостандыкский,133500000.0
105,5,168.0,3,Медеуский,67990000.0
106,3,65.0,5,Ауэзовский,22000000.0
107,2,56.0,5,Алмалинский,20000000.0
108,2,66.0,7,Бостандыкский,37000000.0
109,1,46.8,5,Алмалинский,17082000.0
110,4,195.0,3,Медеуский,96500000.0
111,4,80.0,4,Медеуский,41900000.0
112,3,60.0,3,Бостандыкский,22999000.0
113,2,64.0,3,Жетысуский,15000000.0
114,4,309.0,3,Медеуский,135800000.0
115,1,54.0,5,Алатауский,15500000.0
116,3,111.0,18,Бостандыкский,40000000.0
117,2,54.0,3,Медеуский,24500000.0
118,3,120.0,23,Бостандыкский,52000000.0
119,3,120.0,7,Медеуский,51000000.0
120,2,75.0,18,Алмалинский,28000000.0
121,3,104.0,5,Бостандыкский,48000000.0
122,4,170.0,5,Медеуский,66000000.0
123,3,77.0,5,Бостандыкский,29000000.0
124,3,123.8,6,Бостандыкский,52157000.0
125,2,86.6,6,Бостандыкский,36485000.0
126,1,32.7,3,Алмалинский,12000000.0
127,3,65.0,6,Алмалинский,30000000.0
128,3,106.0,4,Бостандыкский,65000000.0
129,3,73.0,3,Медеуский,42000000.0
130,2,40.0,1,Бостандыкский,11800000.0
131,1,43.0,4,Ауэзовский,13000000.0
132,4,75.0,5,Бостандыкский,28500000.0
133,4,165.0,20,Бостандыкский,76000000.0
134,1,34.0,4,Медеуский,15300000.0
135,1,66.5,5,Ауэзовский,19300000.0
136,4,123.0,4,Бостандыкский,64500000.0
137,2,69.4,11,Бостандыкский,30000000.0
138,4,166.0,16,Бостандыкский,132650000.0
139,4,160.0,3,Медеуский,115000000.0
140,4,163.0,2,Алатауский,24000000.0
141,4,309.0,3,Медеуский,143000000.0
142,2,90.0,18,Медеуский,63000000.0
143,3,90.0,5,Медеуский,90000000.0
144,3,110.0,22,Бостандыкский,62000000.0
145,2,70.0,11,Бостандыкский,30000000.0
146,3,72.0,7,Ауэзовский,24900000.0
147,2,69.0,11,Бостандыкский,30500000.0
148,3,77.0,4,Алмалинский,24900000.0
149,1,17.0,1,Алмалинский,4000000.0
150,2,45.0,1,Турксибский,10500000.0
151,2,64.4,12,Алмалинский,23500000.0
152,6,420.0,2,Медеуский,648000000.0
153,5,235.0,1,Медеуский,145000000.0
154,4,170.0,3,Бостандыкский,153000000.0
155,2,90.0,6,Бостандыкский,45000000.0
156,4,155.0,10,Бостандыкский,85000000.0
157,3,59.0,2,Ауэзовский,18500000.0
158,2,45.0,4,Ауэзовский,12900000.0
159,1,50.7,7,Ауэзовский,25000000.0
160,3,54.0,2,Бостандыкский,18500000.0
161,2,75.0,4,Алмалинский,52000000.0
162,2,46.0,2,Ауэзовский,14800000.0
163,1,39.0,1,Медеуский,20500000.0
164,3,120.0,5,Медеуский,85000000.0
165,3,100.0,2,Бостандыкский,39000000.0
166,1,35.0,5,Алмалинский,14000000.0
167,1,33.0,3,Алмалинский,14500000.0
168,2,51.0,4,Алмалинский,23700000.0
169,3,57.0,5,Алмалинский,15500000.0
170,4,150.0,12,Медеуский,55000000.0
171,3,90.0,3,Бостандыкский,35000000.0
172,2,60.0,3,Бостандыкский,23400000.0
173,4,134.0,3,Бостандыкский,85000000.0
174,3,117.0,6,Бостандыкский,41700000.0
175,1,35.8,5,Алмалинский,17000000.0
176,2,71.0,4,Медеуский,36000000.0
177,2,80.0,6,Медеуский,36000000.0
178,2,51.0,2,Алмалинский,18500555.0
179,3,70.0,1,Ауэзовский,26000000.0
180,2,50.0,2,Медеуский,25000000.0
181,1,65.0,13,Наурызбайский,13500000.0
182,2,45.0,3,Бостандыкский,19000000.0
183,1,36.0,6,Наурызбайский,7700000.0
184,2,56.0,6,Наурызбайский,10700000.0
185,2,70.0,5,Медеуский,50000000.0
186,3,97.56,5,Алмалинский,24877800.0
187,3,96.67,2,Алмалинский,23684150.0
188,3,110.0,9,Наурызбайский,52500000.0
189,2,90.0,7,Бостандыкский,49000000.0
190,1,49.0,3,Бостандыкский,27500000.0
191,2,63.0,1,Наурызбайский,32000000.0
192,3,60.0,4,Ауэзовский,16000000.0
193,2,61.3,10,Бостандыкский,27500000.0
194,2,90.0,3,Бостандыкский,43000000.0
195,3,115.0,12,Бостандыкский,69888888.0
196,2,60.0,2,Бостандыкский,24000000.0
197,1,41.7,5,Ауэзовский,17300000.0
198,2,42.0,1,Ауэзовский,15000000.0
199,1,33.0,3,Жетысуский,12000000.0
200,1,40.0,2,Ауэзовский,13000000.0
201,2,42.0,5,Ауэзовский,15500000.0
202,3,70.0,1,Ауэзовский,23500000.0
203,4,80.0,4,Бостандыкский,35000000.0
204,5,150.0,9,Ауэзовский,44000000.0
205,2,52.0,1,Бостандыкский,18500000.0
206,1,35.0,5,Жетысуский,9500000.0
207,2,44.0,1,Жетысуский,12000000.0
208,2,70.0,1,Ауэзовский,28300000.0
209,3,70.0,1,Бостандыкский,27800000.0
210,2,50.0,1,Бостандыкский,19000000.0
211,1,33.0,1,Алмалинский,11700000.0
212,4,76.0,2,Алмалинский,26990000.0
213,4,94.0,8,Ауэзовский,25500000.0
214,1,31.0,1,Ауэзовский,8500000.0
215,3,61.0,1,Медеуский,20800000.0
216,4,91.0,5,Бостандыкский,24300000.0
217,4,84.0,2,Алмалинский,32500000.0
218,3,83.0,9,Алмалинский,22000000.0
219,3,167.0,8,Медеуский,75000000.0
220,2,43.5,5,Ауэзовский,15000000.0
221,3,126.0,6,Медеуский,70000000.0
222,2,75.0,12,Ауэзовский,26000000.0
223,1,40.0,6,Алмалинский,16000000.0
224,1,45.0,16,Наурызбайский,13000000.0
225,1,40.0,4,Бостандыкский,14000000.0
226,3,170.0,2,Медеуский,124000000.0
227,4,76.0,4,Турксибский,27000000.0
228,4,240.0,2,Бостандыкский,98000000.0
229,3,76.0,8,Медеуский,25000000.0
230,2,42.5,3,Турксибский,14000000.0
231,2,62.8,2,Алмалинский,30000000.0
232,3,64.0,1,Ауэзовский,16500000.0
233,2,46.5,3,Ауэзовский,17500000.0
234,4,140.0,2,Бостандыкский,52500000.0
235,2,74.0,10,Ауэзовский,28600000.0
236,1,30.0,5,Ауэзовский,9000000.0
237,2,52.1,4,Алмалинский,17900000.0
238,3,130.0,10,Бостандыкский,60482000.0
239,3,130.0,10,Бостандыкский,60482000.0
240,4,130.8,8,Бостандыкский,60900000.0
241,1,40.0,3,Бостандыкский,14700000.0
242,3,67.0,3,Алмалинский,31000000.0
243,2,105.0,5,Медеуский,46725000.0
244,4,105.0,6,Бостандыкский,52500000.0
245,2,48.3,3,Турксибский,9500000.0
246,2,59.0,9,Ауэзовский,19300000.0
247,4,157.0,23,Бостандыкский,85000000.0
248,4,135.0,14,Алмалинский,61000000.0
249,2,72.0,9,Ауэзовский,19300000.0
250,2,64.0,7,Бостандыкский,34000000.0
251,3,103.0,3,Медеуский,36500000.0
252,3,140.0,4,Медеуский,51500000.0
253,3,120.0,3,Медеуский,84000000.0
254,3,110.0,10,Бостандыкский,48000000.0
255,2,67.0,7,Бостандыкский,32000000.0
256,2,43.0,5,Ауэзовский,16500000.0
257,3,65.0,5,Ауэзовский,21300000.0
258,3,117.0,3,Медеуский,83000000.0
259,3,111.0,3,Медеуский,71990000.0
260,1,40.0,6,Алмалинский,15800000.0
261,2,64.0,7,Бостандыкский,34000000.0
262,3,68.0,4,Ауэзовский,22500000.0
263,3,120.0,3,Бостандыкский,84000000.0
264,3,71.0,6,Алмалинский,27789400.0
265,2,66.0,8,Алмалинский,23800000.0
266,2,65.0,6,Алмалинский,22230000.0
267,3,71.3,5,Алмалинский,28448700.0
268,2,58.5,4,Ауэзовский,23800000.0
269,2,46.0,4,Ауэзовский,13000000.0
270,2,59.2,3,Медеуский,16750000.0
271,2,50.0,2,Бостандыкский,15900000.0
272,1,42.0,4,Жетысуский,11500000.0
273,1,72.0,6,Наурызбайский,14700000.0
274,4,135.0,12,Наурызбайский,28500000.0
275,3,135.0,6,Наурызбайский,28000000.0
276,3,90.0,12,Алмалинский,60000000.0
277,3,98.0,6,Наурызбайский,18000000.0
278,4,134.0,3,Бостандыкский,85000000.0
279,4,190.0,6,Бостандыкский,150000000.0
280,3,105.63,2,Бостандыкский,53343000.0
281,2,83.6,13,Медеуский,48000000.0
282,1,40.0,6,Алмалинский,15500000.0
283,3,62.0,2,Алмалинский,22200000.0
284,3,110.0,11,Бостандыкский,68000000.0
285,3,72.63,6,Бостандыкский,36678150.0
286,3,107.0,4,Бостандыкский,36000000.0
287,2,43.0,2,Алмалинский,16200000.0
288,1,34.0,2,Ауэзовский,12900000.0
289,4,120.0,9,Ауэзовский,42000000.0
290,3,101.2,3,Ауэзовский,35420000.0
291,1,41.0,5,Алмалинский,16000000.0
292,2,55.0,5,Алмалинский,20000000.0
293,1,42.0,1,Бостандыкский,14650000.0
294,1,40.37,11,Алмалинский,13927650.0
295,2,66.61,1,Алмалинский,22314350.0
296,3,61.0,10,Ауэзовский,23000000.0
297,3,81.34,1,Алмалинский,27248900.0
298,3,57.4,2,Бостандыкский,17700000.0
299,2,43.0,3,Алмалинский,15300000.0
300,4,73.5,2,Турксибский,23300000.0
301,3,74.0,5,Алмалинский,23500000.0
302,3,59.0,5,Алмалинский,21000000.0
303,3,76.4,4,Ауэзовский,30500000.0
304,3,92.0,13,Алмалинский,33500000.0
305,1,40.0,7,Ауэзовский,12600000.0
306,2,45.0,2,Бостандыкский,18300000.0
307,3,135.0,8,Бостандыкский,56000000.0
308,1,42.0,3,Алмалинский,12500000.0
309,2,45.0,4,Ауэзовский,13000000.0
310,2,50.6,8,Бостандыкский,30800000.0
311,3,83.0,8,Алмалинский,35500000.0
312,1,34.0,2,Бостандыкский,16500000.0
313,1,30.1,1,Бостандыкский,12300000.0
314,1,33.0,1,Бостандыкский,12300000.0
315,3,96.0,2,Ауэзовский,30720000.0
316,1,34.4,5,Медеуский,19500000.0
317,2,85.0,6,Бостандыкский,40000000.0
318,4,141.0,4,Бостандыкский,78000000.0
319,4,100.0,3,Бостандыкский,54200000.0
320,1,11.0,4,Ауэзовский,3300000.0
321,1,12.0,2,Ауэзовский,4000000.0
322,1,20.0,1,Ауэзовский,5500000.0
323,3,59.0,4,Медеуский,16800000.0
324,3,120.0,19,Алмалинский,43000000.0
325,4,100.0,5,Бостандыкский,44950000.0
326,4,90.0,10,Ауэзовский,25000000.0
327,3,97.56,9,Алмалинский,22926600.0
328,3,94.9,1,Алмалинский,21352500.0
329,3,122.0,3,Бостандыкский,55000000.0
330,1,33.0,3,Ауэзовский,11300000.0
331,2,45.0,1,Ауэзовский,14500000.0
332,2,61.0,4,Бостандыкский,29400000.0
333,2,51.0,3,Бостандыкский,25000000.0
334,2,46.0,3,Ауэзовский,13700000.0
335,2,64.0,1,Турксибский,15500000.0
336,3,106.0,6,Алмалинский,48760000.0
337,4,82.0,1,Алмалинский,35500000.0
338,1,33.3,4,Медеуский,15500000.0
339,1,35.0,2,Бостандыкский,21300000.0
340,2,56.0,7,Алмалинский,25800000.0
341,5,220.0,5,Алмалинский,147000000.0
342,2,41.0,10,Бостандыкский,24000000.0
343,4,94.5,6,Бостандыкский,41000000.0
344,1,38.0,4,Бостандыкский,15700000.0
345,3,67.0,3,Алмалинский,35800000.0
346,1,41.0,10,Бостандыкский,24000000.0
347,1,40.0,10,Бостандыкский,24000000.0
348,3,90.0,10,Алмалинский,45000000.0
349,3,103.0,11,Бостандыкский,55000000.0
350,3,102.0,4,Медеуский,50000000.0
351,2,50.0,14,Бостандыкский,23000000.0
352,1,32.0,5,Алатауский,10500000.0
353,3,70.0,3,Бостандыкский,26000000.0
354,3,58.0,1,Бостандыкский,20500000.0
355,3,62.0,2,Алмалинский,21999999.0
356,4,84.0,1,Медеуский,40000000.0
357,1,34.3,5,Бостандыкский,16000000.0
358,1,31.0,2,Ауэзовский,11000000.0
359,1,40.0,7,Алмалинский,18500000.0
360,4,90.0,1,Медеуский,40000000.0
361,3,90.0,2,Ауэзовский,38700000.0
362,1,41.0,7,Турксибский,10500000.0
363,4,83.0,5,Бостандыкский,29000000.0
364,2,61.0,5,Ауэзовский,29100000.0
365,2,44.0,2,Бостандыкский,18500000.0
366,2,65.3,7,Жетысуский,15000000.0
367,1,33.0,2,Алмалинский,14200000.0
368,2,43.0,5,Ауэзовский,16500000.0
369,2,81.0,2,Бостандыкский,34500000.0
370,2,60.0,6,Алмалинский,22000000.0
371,3,109.6,4,Медеуский,59732000.0
372,4,120.0,1,Бостандыкский,77000000.0
373,1,45.1,7,Алатауский,11500500.0
374,3,139.8,5,Алмалинский,44736000.0
375,3,118.2,10,Алмалинский,32300000.0
376,3,72.0,9,Бостандыкский,27500000.0
377,3,70.0,5,Ауэзовский,26500000.0
378,3,65.0,1,Ауэзовский,16500000.0
379,1,35.0,2,Бостандыкский,16700000.0
380,1,41.0,5,Ауэзовский,16999999.0
381,1,37.0,3,Бостандыкский,20500000.0
382,1,41.0,5,Ауэзовский,16999999.0
383,3,72.0,9,Бостандыкский,27500000.0
384,1,35.0,2,Бостандыкский,16700000.0
385,3,70.0,5,Ауэзовский,26500000.0
386,2,44.0,4,Ауэзовский,13100000.0
387,3,85.0,1,Алмалинский,39500000.0
388,1,37.0,3,Бостандыкский,20500000.0
389,4,83.0,8,Ауэзовский,24000000.0
390,3,65.0,1,Ауэзовский,16500000.0
391,2,50.0,3,Медеуский,19500000.0
392,2,52.0,9,Бостандыкский,33000000.0
393,2,95.0,17,Алмалинский,39000000.0
394,3,70.0,3,Алмалинский,31000000.0
395,3,80.0,12,Бостандыкский,24200000.0
396,5,323.0,3,Бостандыкский,450000000.0
397,2,53.0,4,Медеуский,28400000.0
398,2,60.0,4,Ауэзовский,17900000.0
399,2,55.2,3,Турксибский,17300000.0
400,3,130.0,6,Бостандыкский,54500000.0
401,1,18.0,3,Ауэзовский,6800000.0
402,4,112.0,6,Ауэзовский,51000000.0
403,8,400.0,1,Бостандыкский,202000000.0
404,2,43.0,2,Алмалинский,25000000.0
405,1,34.0,3,Алмалинский,15500000.0
406,3,127.2,5,Медеуский,85000000.0
407,3,70.0,2,Алмалинский,28000000.0
408,2,43.0,2,Ауэзовский,15300000.0
409,2,44.0,4,Ауэзовский,14600000.0
410,3,70.0,2,Алмалинский,28000000.0
411,2,70.0,5,Бостандыкский,33000000.0
412,2,43.0,2,Алмалинский,25000000.0
413,3,127.2,5,Медеуский,85000000.0
414,2,43.0,2,Ауэзовский,15300000.0
415,3,91.0,4,Алмалинский,41000000.0
416,3,88.0,4,Наурызбайский,45000000.0
417,2,77.0,11,Алмалинский,23500000.0
418,3,80.0,4,Медеуский,42600000.0
419,2,77.0,11,Алмалинский,23500000.0
420,2,70.0,5,Бостандыкский,33000000.0
421,3,91.0,4,Алмалинский,41000000.0
422,3,120.0,5,Бостандыкский,58000000.0
423,1,42.0,4,Бостандыкский,14800000.0
424,3,80.0,4,Ауэзовский,24500000.0
425,3,81.0,1,Бостандыкский,29999999.0
426,3,85.0,4,Бостандыкский,49500000.0
427,3,65.0,13,Бостандыкский,50000000.0
428,3,70.0,1,Ауэзовский,24000000.0
429,2,60.0,7,Алатауский,20500000.0
430,1,41.0,5,Ауэзовский,12400000.0
431,2,65.0,5,Бостандыкский,21000000.0
432,3,69.0,8,Алмалинский,21000000.0
433,3,60.0,2,Ауэзовский,18500000.0
434,2,68.0,7,Алатауский,17500000.0
435,1,30.0,7,Алмалинский,14500000.0
436,3,103.0,3,Медеуский,36500000.0
437,3,120.0,16,Бостандыкский,49500000.0
438,2,64.0,6,Бостандыкский,26900000.0
439,4,76.0,1,Ауэзовский,25000000.0
440,3,116.0,10,Алмалинский,60000000.0
441,2,54.0,1,Алмалинский,19000000.0
442,1,34.0,4,Алмалинский,14500000.0
443,3,85.0,9,Ауэзовский,33500000.0
444,1,33.0,1,Ауэзовский,11300000.0
445,3,120.0,19,Алмалинский,42400000.0
446,2,42.5,4,Бостандыкский,15500000.0
447,3,144.0,2,Наурызбайский,45000000.0
448,3,103.0,15,Бостандыкский,90000000.0
449,3,130.0,2,Бостандыкский,48800000.0
450,3,58.0,3,Бостандыкский,17999000.0
451,2,63.0,4,Алмалинский,28500000.0
452,4,125.0,5,Алмалинский,53000000.0
453,2,63.0,4,Алмалинский,28500000.0
454,1,30.8,3,Турксибский,13700000.0
455,1,34.0,4,Алмалинский,14500000.0
456,3,144.0,2,Наурызбайский,45000000.0
457,3,85.0,9,Ауэзовский,33500000.0
458,2,47.0,4,Ауэзовский,14000000.0
459,3,130.0,2,Бостандыкский,48800000.0
460,3,99.2,10,Ауэзовский,30800000.0
461,2,36.1,2,Бостандыкский,10900000.0
462,1,44.0,5,Ауэзовский,12000000.0
463,2,50.0,3,Медеуский,23800000.0
464,3,58.0,5,Алмалинский,21000000.0
465,2,50.0,1,Бостандыкский,18000000.0
466,2,65.0,2,Алмалинский,18732000.0
467,3,67.0,3,Алмалинский,35800000.0
468,2,41.0,4,Алмалинский,17000000.0
469,4,170.0,7,Медеуский,79500000.0
470,3,90.0,6,Бостандыкский,49990000.0
471,3,58.7,5,Алмалинский,19200000.0
472,5,10.0,270,Бостандыкский,220000000.0
473,3,90.0,6,Бостандыкский,49990000.0
474,1,52.0,5,Медеуский,13300000.0
475,3,58.0,3,Алмалинский,19500000.0
476,3,59.3,4,Бостандыкский,19500000.0
477,2,41.0,4,Алмалинский,17000000.0
478,3,58.0,5,Алмалинский,21000000.0
479,3,58.7,5,Алмалинский,19200000.0
480,3,160.0,4,Медеуский,105000000.0
481,1,32.0,3,Ауэзовский,11000000.0
482,3,67.0,3,Алмалинский,35800000.0
483,2,50.0,3,Медеуский,23800000.0
484,3,58.0,3,Алмалинский,19500000.0
485,2,50.0,3,Медеуский,23800000.0
486,3,67.0,3,Алмалинский,35800000.0
487,3,59.3,4,Бостандыкский,19500000.0
488,2,68.1,9,Турксибский,16500000.0
489,2,72.0,6,Алмалинский,19000000.0
490,1,30.0,1,Ауэзовский,7800000.0
491,3,84.0,11,Бостандыкский,58500000.0
492,3,75.0,7,Алмалинский,28000000.0
493,2,46.0,14,Бостандыкский,28000000.0
494,3,113.2,5,Бостандыкский,47500000.0
495,2,58.0,11,Бостандыкский,32740000.0
496,2,51.0,3,Медеуский,32000000.0
497,1,30.0,2,Бостандыкский,12200000.0
498,2,40.0,2,Бостандыкский,16000000.0
499,4,122.3,5,Медеуский,65000000.0
500,4,96.0,9,Бостандыкский,61000000.0
501,2,54.0,4,Алмалинский,18300000.0
502,3,68.0,3,Алатауский,34000000.0
503,4,96.0,9,Бостандыкский,61000000.0
504,1,30.0,2,Бостандыкский,12200000.0
505,2,44.0,1,Алмалинский,15700000.0
506,3,91.0,3,Бостандыкский,32000000.0
507,2,86.0,9,Бостандыкский,35700000.0
508,2,40.0,2,Бостандыкский,16000000.0
509,4,122.3,5,Медеуский,65000000.0
510,3,84.0,11,Бостандыкский,58500000.0
511,3,91.0,3,Жетысуский,31000000.0
512,3,75.0,7,Алмалинский,28000000.0
513,2,65.0,2,Бостандыкский,18732000.0
514,2,46.0,14,Бостандыкский,28000000.0
515,3,92.0,3,Алмалинский,57400000.0
516,4,200.0,4,Медеуский,117800000.0
517,8,380.0,21,Алмалинский,350000000.0
518,1,38.0,12,Бостандыкский,19000000.0
519,2,56.0,1,Алмалинский,18800000.0
520,3,80.0,3,Алатауский,24000000.0
521,3,75.0,1,Ауэзовский,22500000.0
522,3,200.0,1,Бостандыкский,78000000.0
523,3,112.0,5,Бостандыкский,65000000.0
524,3,140.0,5,Алмалинский,56000000.0
525,3,72.0,8,Ауэзовский,27000000.0
526,2,56.0,1,Алмалинский,18800000.0
527,3,75.0,1,Ауэзовский,22500000.0
528,1,38.0,12,Бостандыкский,19000000.0
529,2,45.0,3,Алмалинский,16200000.0
530,3,103.3,4,Медеуский,56000000.0
531,3,80.0,3,Алатауский,24000000.0
532,3,92.0,3,Алмалинский,57400000.0
533,4,195.0,9,Медеуский,90000000.0
534,3,112.2,8,Ауэзовский,35904000.0
535,3,98.0,5,Ауэзовский,30592000.0
536,3,70.0,8,Алмалинский,25500000.0
537,2,60.0,6,Алмалинский,22000000.0
538,2,53.0,2,Алмалинский,22000000.0
539,3,59.0,5,Алмалинский,19500000.0
540,4,165.0,21,Бостандыкский,76000000.0
541,2,57.0,4,Бостандыкский,22500000.0
542,2,56.0,9,Ауэзовский,17800000.0
543,2,43.0,5,Алмалинский,12000000.0
544,2,105.7,2,Бостандыкский,57000000.0
545,3,65.0,2,Бостандыкский,27000000.0
546,2,53.0,5,Бостандыкский,23000000.0
547,1,35.0,5,Алмалинский,16500000.0
548,2,65.0,8,Алмалинский,23500000.0
549,3,70.0,8,Алмалинский,25500000.0
550,3,75.0,6,Алмалинский,23700000.0
551,2,55.0,10,Бостандыкский,31000000.0
552,2,90.0,16,Бостандыкский,60500000.0
553,3,190.0,6,Медеуский,135000000.0
554,3,65.0,3,Алмалинский,27800000.0
555,3,130.0,2,Бостандыкский,48600000.0
556,2,76.0,4,Алмалинский,52000000.0
557,2,54.0,2,Жетысуский,15999999.0
558,1,25.0,1,Наурызбайский,5200000.0
559,8,361.0,2,Наурызбайский,147825000.0
560,2,43.0,4,Алмалинский,17500000.0
561,3,85.0,2,Алмалинский,40000000.0
562,1,75.0,7,Наурызбайский,24999108.0
563,3,77.5,5,Жетысуский,19800000.0
564,3,78.0,4,Ауэзовский,27999999.0
565,3,64.0,4,Алмалинский,20000000.0
566,1,44.0,5,Медеуский,17000000.0
567,1,40.0,1,Бостандыкский,23000000.0
568,3,84.0,5,Алмалинский,44500000.0
569,3,80.0,10,Бостандыкский,37000000.0
570,1,48.7,13,Ауэзовский,17400000.0
571,2,45.3,1,Ауэзовский,13500000.0
572,2,38.4,7,Бостандыкский,21500000.0
573,3,59.0,4,Алмалинский,23500000.0
574,1,53.0,13,Алмалинский,18500000.0
575,2,40.4,2,Бостандыкский,15200000.0
576,3,105.0,7,Бостандыкский,48500000.0
577,2,42.0,3,Бостандыкский,16400000.0
578,2,40.0,2,Бостандыкский,16900000.0
579,3,105.0,12,Бостандыкский,38500000.0
580,2,45.0,3,Алмалинский,15500000.0
581,2,42.0,4,Ауэзовский,13500000.0
582,3,65.6,5,Алмалинский,24500000.0
583,1,31.0,5,Бостандыкский,12300000.0
584,2,90.0,7,Алмалинский,40000000.0
585,1,33.0,3,Жетысуский,12000000.0
586,2,55.0,5,Бостандыкский,22500000.0
587,1,32.0,5,Бостандыкский,12300000.0
588,1,30.0,3,Алмалинский,24000000.0
589,1,40.0,2,Жетысуский,9500000.0
590,1,42.7,4,Ауэзовский,10600000.0
591,2,51.0,4,Медеуский,27000000.0
592,3,58.0,1,Алмалинский,19000000.0
593,2,58.0,9,Алатауский,19300000.0
594,3,83.0,4,Медеуский,38500000.0
595,3,77.9,1,Ауэзовский,26000000.0
596,3,86.0,17,Бостандыкский,37500000.0
597,3,71.0,9,Алмалинский,25000000.0
