,# of rooms,Area,Floor,Location,Price
5748,3,88.0,4,Медеуский,32000000.0
5749,2,66.0,8,Медеуский,30400000.0
5750,1,42.0,2,Ауэзовский,14500000.0
5751,4,109.0,5,Алмалинский,75000000.0
5752,3,80.3,5,Бостандыкский,39000000.0
5753,1,32.0,5,Алмалинский,13500000.0
5754,3,64.5,2,Турксибский,25000000.0
5755,2,63.7,5,Жетысуский,14800000.0
5756,2,70.0,6,Алатауский,21000000.0
5757,3,100.0,6,Ауэзовский,43000000.0
5758,3,75.0,4,Наурызбайский,22000000.0
5759,1,40.0,9,Алатауский,11000000.0
5760,3,220.0,3,Медеуский,250000000.0
5761,3,110.0,10,Бостандыкский,48000000.0
5762,3,65.0,1,Ауэзовский,25000000.0
5763,1,42.0,5,Турксибский,18500000.0
5764,3,48.0,2,Ауэзовский,16000000.0
5765,4,105.0,3,Алмалинский,52000000.0
5766,2,54.1,1,Жетысуский,17000000.0
5767,3,75.0,6,Алмалинский,35000000.0
5768,3,71.1,4,Алмалинский,60000000.0
5769,4,103.0,2,Алатауский,16000000.0
5770,1,52.5,17,Бостандыкский,25000000.0
5771,3,66.0,2,Бостандыкский,23500000.0
5772,2,72.0,8,Ауэзовский,29000000.0
5773,3,78.0,5,Турксибский,22500000.0
5774,1,33.0,1,Жетысуский,10500000.0
5775,3,110.0,22,Бостандыкский,85000000.0
5776,1,42.0,4,Алмалинский,15000000.0
5777,2,60.0,1,Бостандыкский,23500000.0
5778,1,29.0,6,Алмалинский,14200000.0
5779,3,100.0,6,Бостандыкский,61000000.0
5780,2,42.0,5,Жетысуский,15000000.0
5781,2,51.0,5,Ауэзовский,15500000.0
5782,3,68.0,1,Наурызбайский,18000000.0
5783,3,100.0,6,Бостандыкский,61000000.0
5784,2,88.3,10,Медеуский,50700000.0
5785,2,80.0,8,Ауэзовский,35000000.0
5786,3,68.0,1,Алатауский,29000000.0
5787,5,168.0,3,Медеуский,67000000.0
5788,4,117.0,7,Алмалинский,63900000.0
5789,1,26.0,6,Ауэзовский,9000000.0
5790,2,63.0,3,Ауэзовский,22000000.0
5791,2,61.0,5,Бостандыкский,25000000.0
5792,3,59.0,3,Ауэзовский,15800000.0
5793,3,60.0,2,Жетысуский,13000000.0
5794,3,62.0,1,Ауэзовский,22000000.0
5795,2,53.0,2,Алмалинский,17500000.0
5796,1,41.0,2,Турксибский,10500000.0
5797,2,52.0,4,Алмалинский,20000000.0
5798,3,59.0,2,Бостандыкский,25400000.0
5799,3,67.0,2,Алмалинский,35250000.0
5800,4,155.0,8,Ауэзовский,100000000.0
5801,2,35.0,2,Бостандыкский,10000000.0
5802,2,50.0,5,Медеуский,30000000.0
5803,3,120.0,2,Алмалинский,65000000.0
5804,1,22.0,5,Бостандыкский,7000000.0
5805,3,115.0,3,Алмалинский,85000000.0
5806,2,73.0,1,Алатауский,16300000.0
5807,5,260.0,15,Медеуский,120000000.0
5808,3,60.0,2,Ауэзовский,19000000.0
5809,3,110.0,9,Ауэзовский,35000000.0
5810,2,41.0,2,Турксибский,11000000.0
5811,3,66.5,2,Медеуский,27000000.0
5812,1,33.5,2,Наурызбайский,9400000.0
5813,2,42.0,2,Алмалинский,10500000.0
5814,1,50.0,1,Алмалинский,23000000.0
5815,3,70.0,2,Медеуский,26000000.0
5816,2,60.0,5,Бостандыкский,31500000.0
5817,3,110.0,19,Бостандыкский,60000000.0
5818,3,66.0,2,Медеуский,23500000.0
5819,2,69.0,3,Бостандыкский,29885000.0
5820,1,33.0,4,Жетысуский,7500000.0
5821,3,66.0,2,Алмалинский,23500000.0
5822,2,41.0,3,Медеуский,17500000.0
5823,1,33.0,2,Наурызбайский,9500000.0
5824,3,71.0,1,Алмалинский,32700000.0
5825,3,210.0,2,Медеуский,220000000.0
5826,2,47.0,4,Жетысуский,18000000.0
5827,1,34.0,5,Медеуский,16500000.0
5828,1,36.0,4,Медеуский,15500000.0
5829,1,38.0,5,Медеуский,16000000.0
5830,1,40.0,5,Жетысуский,10000000.0
5831,4,84.0,3,Жетысуский,32000000.0
5832,1,28.0,1,Бостандыкский,11000000.0
5833,2,45.0,4,Алмалинский,16000000.0
5834,1,44.0,2,Бостандыкский,20000000.0
5835,4,85.0,5,Наурызбайский,20500000.0
5836,2,65.0,16,Алмалинский,27000000.0
5837,3,65.2,1,Бостандыкский,23500000.0
5838,2,100.0,3,Медеуский,130000000.0
5839,3,73.0,9,Алмалинский,23900000.0
5840,4,180.0,11,Бостандыкский,190000000.0
5841,2,71.1,14,Ауэзовский,29900000.0
5842,6,250.0,3,Наурызбайский,91000000.0
5843,1,45.0,17,Алмалинский,17500000.0
5844,2,45.8,3,Турксибский,12000000.0
5845,3,79.0,1,Ауэзовский,30000000.0
5846,4,115.0,2,Медеуский,58000000.0
5847,2,52.0,4,Ауэзовский,20200000.0
5848,2,40.0,1,Бостандыкский,15000000.0
5849,3,82.0,3,Жетысуский,14000000.0
5850,4,160.0,7,Бостандыкский,114000000.0
5851,3,174.0,21,Бостандыкский,82817562.0
5852,3,74.0,1,Жетысуский,18000000.0
5853,1,35.0,4,Медеуский,21000000.0
5854,5,200.0,9,Бостандыкский,108000000.0
5855,2,52.0,1,Ауэзовский,18000000.0
5856,3,130.0,8,Бостандыкский,63000000.0
5857,3,128.6,7,Алмалинский,67800000.0
5858,2,42.2,3,Бостандыкский,16500000.0
5859,2,61.0,4,Жетысуский,14150000.0
5860,4,145.0,8,Наурызбайский,35000000.0
5861,2,57.2,6,Медеуский,25500000.0
5862,2,64.0,7,Ауэзовский,25000000.0
5863,1,15.0,3,Ауэзовский,5700000.0
5864,4,213.0,4,Бостандыкский,110000000.0
5865,1,39.0,9,Алатауский,14000000.0
5866,2,90.0,3,Бостандыкский,40000000.0
5867,2,61.0,2,Ауэзовский,19500000.0
5868,1,18.0,1,Наурызбайский,4500000.0
5869,2,73.0,4,Наурызбайский,36000000.0
5870,2,46.3,2,Алмалинский,27999999.0
5871,3,106.0,6,Ауэзовский,47000000.0
5872,3,105.9,11,Бостандыкский,49250940.0
5873,2,43.0,3,Ауэзовский,17300000.0
5874,4,160.0,17,Медеуский,115000000.0
5875,3,85.0,4,Турксибский,22500000.0
5876,2,45.0,2,Медеуский,9900000.0
5877,4,73.4,4,Алмалинский,33000000.0
5878,3,74.5,9,Жетысуский,25500000.0
5879,1,44.0,2,Алмалинский,22900000.0
5880,4,85.6,2,Алмалинский,38400000.0
5881,2,85.0,3,Бостандыкский,51800000.0
5882,3,96.0,7,Наурызбайский,18700000.0
5883,3,79.0,1,Турксибский,24800000.0
5884,4,97.0,5,Медеуский,43000000.0
5885,1,42.6,2,Жетысуский,12600000.0
5886,4,88.0,3,Алмалинский,58000000.0
5887,4,85.0,5,Алмалинский,32000000.0
5888,3,105.9,12,Бостандыкский,49250940.0
5889,4,73.6,2,Алмалинский,25000000.0
5890,2,65.0,5,Алмалинский,36000000.0
5891,1,51.0,3,Наурызбайский,15000000.0
5892,2,66.6,10,Медеуский,25000000.0
5893,3,88.0,5,Ауэзовский,32500000.0
5894,1,49.0,9,Алмалинский,28000000.0
5895,4,77.1,4,Алмалинский,35000000.0
5896,3,65.0,5,Жетысуский,18000000.0
5897,3,82.0,6,Бостандыкский,40000000.0
5898,1,41.3,2,Бостандыкский,27600000.0
5899,2,53.0,2,Алмалинский,28500000.0
5900,1,37.0,3,Бостандыкский,28000000.0
5901,3,90.0,17,Бостандыкский,39000000.0
5902,2,55.6,9,Медеуский,29250000.0
5903,4,136.55,11,Бостандыкский,73734300.0
5904,2,50.0,4,Ауэзовский,20000000.0
5905,1,37.0,2,Медеуский,20000000.0
5906,1,37.0,5,Ауэзовский,13999000.0
5907,1,30.7,5,Бостандыкский,13500000.0
5908,3,90.0,7,Алмалинский,36200000.0
5909,3,57.0,2,Алмалинский,22750000.0
5910,2,52.0,7,Ауэзовский,18000000.0
5911,2,52.0,7,Бостандыкский,26000000.0
5912,1,33.0,3,Алмалинский,12999999.0
5913,2,55.39,3,Бостандыкский,28500000.0
5914,2,60.0,10,Бостандыкский,29900000.0
5915,3,90.2,3,Бостандыкский,32500000.0
5916,3,80.0,1,Ауэзовский,24000000.0
5917,7,300.0,5,Алмалинский,111000000.0
5918,3,59.0,3,Ауэзовский,18000000.0
5919,1,50.0,14,Бостандыкский,23900000.0
5920,2,92.0,18,Алмалинский,38500000.0
5921,2,62.0,6,Жетысуский,14000000.0
5922,3,62.0,1,Ауэзовский,19000000.0
5923,1,38.0,1,Бостандыкский,16000000.0
5924,3,125.3,4,Бостандыкский,60000000.0
5925,2,63.47,3,Бостандыкский,32687050.0
5926,3,90.0,13,Алмалинский,34000000.0
5927,3,136.0,17,Алмалинский,61000000.0
5928,2,90.0,1,Медеуский,48000000.0
5929,2,74.0,6,Бостандыкский,41900000.0
5930,2,83.0,2,Бостандыкский,67000000.0
5931,2,57.2,6,Медеуский,25500000.0
5932,3,91.2,10,Бостандыкский,46000000.0
5933,3,100.0,3,Бостандыкский,65000000.0
5934,3,104.0,5,Бостандыкский,48000000.0
5935,4,99.0,5,Алмалинский,39000000.0
5936,3,65.0,1,Наурызбайский,28500000.0
5937,3,122.0,3,Бостандыкский,55000000.0
5938,2,43.0,2,Алмалинский,26000000.0
5939,2,69.3,11,Алмалинский,23908500.0
5940,3,86.27,7,Алмалинский,31488550.0
5941,2,56.4,9,Ауэзовский,20000000.0
5942,3,62.0,3,Ауэзовский,18500000.0
5943,3,87.09,10,Алмалинский,30046050.0
5944,1,45.0,10,Алмалинский,15250000.0
5945,2,45.0,3,Алмалинский,15500000.0
5946,1,47.5,10,Алмалинский,16387500.0
5947,3,87.02,7,Алмалинский,31762300.0
5948,2,77.6,10,Алмалинский,26875500.0
5949,3,86.27,10,Алмалинский,29763150.0
5950,2,76.7,5,Алмалинский,27995500.0
5951,1,46.8,7,Алмалинский,17082000.0
5952,3,76.0,2,Бостандыкский,27900000.0
5953,3,58.0,1,Бостандыкский,17900000.0
5954,1,28.0,1,Ауэзовский,8500000.0
5955,1,36.5,9,Алмалинский,12900000.0
5956,1,46.0,5,Алмалинский,21400000.0
5957,3,60.0,5,Бостандыкский,17900000.0
5958,3,65.0,1,Алмалинский,19000000.0
5959,3,62.0,1,Бостандыкский,19400000.0
5960,3,62.0,1,Бостандыкский,19400000.0
5961,2,52.0,1,Бостандыкский,18000000.0
5962,1,40.2,2,Ауэзовский,16500000.0
5963,3,67.0,3,Ауэзовский,21000000.0
5964,3,68.6,4,Ауэзовский,20500000.0
5965,3,67.0,3,Ауэзовский,21000000.0
5966,2,70.0,11,Бостандыкский,28400000.0
5967,1,52.8,7,Алмалинский,16800000.0
5968,2,90.0,12,Алмалинский,22000000.0
5969,3,68.6,4,Ауэзовский,20500000.0
5970,1,43.0,4,Алмалинский,15400000.0
5971,1,53.0,13,Алмалинский,18500000.0
5972,1,40.0,2,Алмалинский,13700000.0
5973,1,42.3,8,Алмалинский,16400000.0
5974,3,65.0,5,Алмалинский,19400000.0
5975,3,65.6,5,Алмалинский,24500000.0
5976,2,74.0,11,Алмалинский,23000000.0
5977,2,56.0,3,Бостандыкский,23400000.0
5978,1,40.0,3,Ауэзовский,14000000.0
5979,3,70.0,8,Ауэзовский,25500000.0
5980,3,65.0,1,Ауэзовский,22400000.0
5981,1,33.0,2,Бостандыкский,11500000.0
5982,3,65.6,5,Алмалинский,24500000.0
5983,1,45.0,6,Бостандыкский,26500000.0
5984,2,65.0,5,Бостандыкский,21400000.0
5985,2,52.0,1,Бостандыкский,18000000.0
5986,2,52.0,5,Бостандыкский,20700000.0
5987,3,120.0,20,Бостандыкский,81500000.0
5988,2,90.0,6,Бостандыкский,36400000.0
5989,2,68.0,5,Ауэзовский,25000000.0
5990,2,77.0,4,Ауэзовский,26400000.0
5991,2,44.0,3,Алмалинский,17000000.0
5992,3,58.0,1,Алмалинский,21000000.0
5993,2,49.0,1,Бостандыкский,19400000.0
5994,1,45.0,6,Бостандыкский,26500000.0
5995,2,70.0,7,Ауэзовский,28500000.0
5996,2,65.0,8,Бостандыкский,23400000.0
5997,2,69.8,4,Бостандыкский,28400000.0
5998,2,69.8,4,Бостандыкский,28400000.0
5999,1,33.0,5,Бостандыкский,13400000.0
6000,2,54.0,5,Ауэзовский,25400000.0
6001,4,100.0,3,Бостандыкский,65000000.0
6002,3,59.0,2,Бостандыкский,19900000.0
6003,2,50.0,3,Бостандыкский,24400000.0
6004,2,69.4,11,Бостандыкский,30000000.0
6005,2,69.4,11,Бостандыкский,30000000.0
6006,3,68.6,4,Ауэзовский,20500000.0
6007,2,63.0,3,Бостандыкский,26000000.0
6008,3,88.0,4,Наурызбайский,20500000.0
6009,2,55.0,2,Ауэзовский,18700000.0
6010,3,68.6,4,Ауэзовский,20500000.0
6011,2,60.0,3,Бостандыкский,33000000.0
6012,1,31.0,1,Бостандыкский,12900000.0
6013,3,59.0,2,Бостандыкский,20600000.0
6014,2,50.0,4,Бостандыкский,24400000.0
6015,1,39.0,4,Алмалинский,15400000.0
6016,3,80.0,9,Ауэзовский,23000000.0
6017,3,55.0,2,Бостандыкский,21500000.0
6018,1,30.3,5,Бостандыкский,12400000.0
6019,2,69.4,11,Бостандыкский,30000000.0
6020,2,39.0,3,Бостандыкский,13500000.0
6021,2,48.0,1,Бостандыкский,21400000.0
6022,1,36.6,5,Алмалинский,14000000.0
6023,2,60.0,3,Бостандыкский,33000000.0
6024,2,70.0,7,Ауэзовский,28500000.0
6025,2,70.0,12,Алмалинский,28000000.0
6026,3,56.0,2,Бостандыкский,20800000.0
6027,3,56.0,2,Бостандыкский,20800000.0
6028,2,42.0,3,Бостандыкский,15000000.0
6029,3,100.0,4,Бостандыкский,45400000.0
6030,1,41.0,2,Алмалинский,11800000.0
6031,1,52.8,7,Алмалинский,16800000.0
6032,4,120.0,4,Бостандыкский,38400000.0
6033,1,35.0,2,Алмалинский,14400000.0
6034,3,58.0,2,Бостандыкский,17500000.0
6035,3,58.0,2,Бостандыкский,17500000.0
6036,1,38.0,3,Алмалинский,15400000.0
6037,2,42.0,4,Бостандыкский,16300000.0
6038,3,58.0,2,Бостандыкский,17500000.0
6039,2,44.0,2,Бостандыкский,17000000.0
6040,1,37.0,6,Алмалинский,16900000.0
6041,3,117.0,15,Ауэзовский,36000000.0
6042,2,54.0,4,Ауэзовский,18400000.0
6043,1,38.0,3,Алмалинский,15400000.0
6044,1,46.0,5,Алмалинский,21400000.0
6045,3,67.0,3,Ауэзовский,21000000.0
6046,1,43.4,16,Алмалинский,18400000.0
6047,3,110.0,8,Алмалинский,43500000.0
6048,3,72.5,3,Ауэзовский,27400000.0
6049,2,70.0,2,Ауэзовский,22400000.0
6050,2,43.0,4,Бостандыкский,15500000.0
6051,2,40.0,2,Бостандыкский,17500000.0
6052,1,52.8,7,Алмалинский,16800000.0
6053,2,44.0,4,Бостандыкский,12500000.0
6054,2,50.0,2,Ауэзовский,19500000.0
6055,3,62.0,1,Бостандыкский,20400000.0
6056,2,52.0,2,Ауэзовский,19200000.0
6057,2,70.0,7,Ауэзовский,28500000.0
6058,1,35.0,5,Алмалинский,15400000.0
6059,1,43.0,4,Алмалинский,15400000.0
6060,2,44.0,2,Бостандыкский,18500000.0
6061,1,35.0,2,Алмалинский,14400000.0
6062,3,70.0,1,Ауэзовский,23400000.0
6063,1,43.0,3,Ауэзовский,18000000.0
6064,1,41.0,2,Алмалинский,11800000.0
6065,2,42.0,2,Бостандыкский,16500000.0
6066,2,69.8,4,Бостандыкский,28400000.0
6067,1,35.0,5,Алмалинский,13400000.0
6068,2,60.0,2,Алмалинский,24400000.0
6069,2,51.0,4,Ауэзовский,18200000.0
6070,3,70.0,6,Ауэзовский,23000000.0
6071,3,72.9,9,Бостандыкский,26000000.0
6072,2,52.0,2,Алмалинский,19400000.0
6073,3,64.0,4,Бостандыкский,22999000.0
6074,2,53.0,3,Алмалинский,21500000.0
6075,1,43.0,4,Алмалинский,15400000.0
6076,2,54.0,8,Ауэзовский,19400000.0
6077,3,102.0,5,Бостандыкский,65000000.0
6078,1,30.0,4,Бостандыкский,11400000.0
6079,1,40.3,5,Алмалинский,16400000.0
6080,2,52.2,4,Ауэзовский,19400000.0
6081,2,55.0,2,Ауэзовский,19500000.0
6082,2,53.0,2,Алмалинский,21000000.0
6083,2,54.0,4,Ауэзовский,19000000.0
6084,2,63.5,8,Алмалинский,23400000.0
6085,2,53.6,5,Алмалинский,15900000.0
6086,3,65.6,5,Алмалинский,24500000.0
6087,1,46.0,5,Алмалинский,21400000.0
6088,1,35.0,3,Алмалинский,15000000.0
6089,2,63.0,9,Алмалинский,19400000.0
6090,2,53.0,8,Алмалинский,23900000.0
6091,1,42.0,2,Алатауский,12000000.0
6092,2,54.0,9,Алмалинский,26900000.0
6093,3,65.0,1,Ауэзовский,22400000.0
6094,1,55.0,7,Алмалинский,13500000.0
6095,3,56.6,4,Бостандыкский,18000000.0
6096,2,55.0,13,Алмалинский,21500000.0
6097,2,54.0,5,Алмалинский,20300000.0
6098,2,90.0,6,Бостандыкский,36400000.0
6099,3,70.0,5,Жетысуский,15500000.0
6100,2,65.0,9,Алмалинский,19400000.0
6101,4,118.3,9,Бостандыкский,78000000.0
6102,3,60.0,2,Бостандыкский,25000000.0
6103,1,40.0,2,Алмалинский,13700000.0
6104,2,72.0,6,Алмалинский,18800000.0
6105,1,44.0,9,Алатауский,12500000.0
6106,2,63.5,8,Алмалинский,24200000.0
6107,3,62.0,4,Алмалинский,24000000.0
6108,1,43.0,4,Алмалинский,15400000.0
6109,3,128.0,16,Алмалинский,41500000.0
6110,2,69.8,4,Бостандыкский,28400000.0
6111,3,62.7,2,Бостандыкский,21600000.0
6112,2,50.0,5,Алмалинский,24400000.0
6113,1,40.2,2,Ауэзовский,16500000.0
6114,1,31.5,2,Алмалинский,15800000.0
6115,1,34.3,5,Бостандыкский,15900000.0
6116,2,45.0,8,Алмалинский,22300000.0
6117,3,72.0,1,Ауэзовский,23000000.0
6118,2,61.0,7,Алмалинский,22000000.0
6119,2,39.8,1,Бостандыкский,14400000.0
6120,2,53.0,5,Алмалинский,16300000.0
6121,1,33.0,5,Бостандыкский,13400000.0
6122,1,40.4,7,Алмалинский,13900000.0
6123,1,36.2,8,Алмалинский,14800000.0
6124,3,58.0,2,Бостандыкский,19200000.0
6125,3,65.4,2,Бостандыкский,21500000.0
6126,2,43.0,1,Бостандыкский,15900000.0
6127,1,32.0,4,Ауэзовский,11800000.0
6128,3,80.0,16,Алмалинский,28500000.0
6129,2,54.0,5,Алмалинский,17900000.0
6130,2,67.0,6,Алмалинский,21500000.0
6131,1,40.3,5,Алмалинский,16400000.0
6132,3,58.0,4,Алмалинский,24000000.0
6133,3,83.0,8,Алмалинский,35900000.0
6134,2,53.0,5,Алмалинский,16400000.0
6135,1,52.0,4,Алмалинский,21400000.0
6136,3,56.0,2,Алмалинский,18000000.0
6137,2,63.3,5,Алмалинский,16200000.0
6138,3,65.0,4,Бостандыкский,22300000.0
6139,3,120.0,8,Алмалинский,54500000.0
6140,1,42.3,8,Алмалинский,16400000.0
6141,1,35.0,3,Алмалинский,15000000.0
6142,2,48.4,5,Алмалинский,16200000.0
6143,1,36.2,8,Алмалинский,14800000.0
6144,2,53.0,3,Алмалинский,20000000.0
6145,3,117.0,3,Бостандыкский,80800000.0
6146,2,54.0,5,Ауэзовский,25400000.0
6147,1,35.0,5,Алмалинский,13400000.0
6148,3,54.0,4,Бостандыкский,18299000.0
6149,2,60.0,3,Бостандыкский,33000000.0
6150,2,45.7,4,Ауэзовский,13000000.0
6151,1,52.0,1,Алмалинский,14900000.0
6152,1,40.3,5,Алмалинский,16400000.0
6153,1,39.6,5,Ауэзовский,15000000.0
6154,1,40.0,2,Алмалинский,13700000.0
6155,1,42.3,8,Алмалинский,16400000.0
6156,2,45.0,4,Алмалинский,16400000.0
6157,2,54.0,5,Алмалинский,18000000.0
6158,2,42.0,4,Алмалинский,15900000.0
6159,2,48.0,3,Алмалинский,15500000.0
6160,1,35.0,5,Алмалинский,13400000.0
6161,2,43.0,2,Алмалинский,16200000.0
6162,2,53.6,5,Алмалинский,15500000.0
6163,1,42.0,5,Ауэзовский,15000000.0
6164,1,40.2,2,Ауэзовский,16500000.0
6165,2,47.8,3,Ауэзовский,17500000.0
6166,4,120.0,6,Бостандыкский,82000000.0
6167,3,65.0,1,Бостандыкский,19199000.0
6168,2,46.0,4,Алмалинский,14900000.0
6169,1,32.0,1,Бостандыкский,15100000.0
6170,2,50.0,9,Алмалинский,21400000.0
6171,1,39.0,5,Ауэзовский,15000000.0
6172,2,54.0,5,Алмалинский,17400000.0
6173,2,53.0,7,Алмалинский,26500000.0
6174,2,51.0,2,Алмалинский,23200000.0
6175,2,43.0,4,Алмалинский,16900000.0
6176,2,52.0,2,Алмалинский,21900000.0
6177,1,36.2,8,Алмалинский,14800000.0
6178,2,42.0,1,Алмалинский,14400000.0
6179,2,42.0,4,Ауэзовский,14500000.0
6180,2,42.0,3,Алмалинский,14800000.0
6181,3,80.0,6,Ауэзовский,29000000.0
6182,2,50.0,4,Алмалинский,19500000.0
6183,1,36.5,9,Алмалинский,12900000.0
6184,2,43.0,3,Алмалинский,14900000.0
6185,1,32.0,4,Ауэзовский,12000000.0
6186,1,52.0,4,Алмалинский,21400000.0
6187,2,43.0,4,Алмалинский,15000000.0
6188,1,42.0,5,Ауэзовский,15000000.0
6189,2,45.0,4,Алмалинский,15400000.0
6190,1,39.6,5,Ауэзовский,15000000.0
6191,1,32.0,1,Бостандыкский,15100000.0
6192,2,41.7,3,Ауэзовский,15300000.0
6193,2,50.0,5,Алмалинский,19500000.0
6194,1,39.6,5,Ауэзовский,15000000.0
6195,3,72.9,9,Бостандыкский,26000000.0
6196,1,32.0,1,Бостандыкский,15100000.0
6197,2,48.0,5,Алмалинский,15800000.0
6198,1,35.0,3,Алмалинский,15000000.0
6199,2,43.0,5,Алмалинский,15600000.0
6200,2,69.4,11,Бостандыкский,30000000.0
6201,2,45.0,5,Алмалинский,15800000.0
6202,3,59.0,1,Алмалинский,24000000.0
6203,1,42.3,8,Алмалинский,16400000.0
6204,2,45.5,4,Ауэзовский,14000000.0
6205,2,43.0,2,Ауэзовский,15500000.0
6206,2,45.0,1,Алмалинский,15900000.0
6207,2,48.0,3,Алмалинский,15500000.0
6208,4,118.17,2,Медеуский,45621065.0
6209,2,48.0,1,Ауэзовский,15000000.0
6210,2,44.0,4,Ауэзовский,13900000.0
6211,2,55.0,6,Ауэзовский,23000000.0
6212,2,70.0,7,Ауэзовский,28500000.0
6213,2,46.1,4,Ауэзовский,15000000.0
6214,3,77.0,1,Бостандыкский,27500000.0
6215,2,65.0,6,Алмалинский,21500000.0
6216,3,70.0,5,Жетысуский,15500000.0
6217,3,60.0,4,Бостандыкский,16799000.0
6218,2,59.1,3,Бостандыкский,24400000.0
6219,2,42.1,2,Бостандыкский,16400000.0
6220,2,69.0,3,Бостандыкский,35000000.0
6221,3,72.9,9,Бостандыкский,26000000.0
6222,1,44.4,5,Алатауский,13000000.0
6223,1,34.0,5,Бостандыкский,18900000.0
6224,1,33.0,1,Бостандыкский,11200000.0
6225,3,127.0,5,Алмалинский,42000000.0
6226,3,75.3,8,Бостандыкский,26000000.0
6227,2,53.0,5,Алмалинский,24000000.0
6228,1,32.0,1,Бостандыкский,15100000.0
6229,3,72.9,9,Бостандыкский,26000000.0
6230,2,45.0,2,Алмалинский,17000000.0
6231,3,57.0,5,Бостандыкский,17299000.0
6232,1,32.0,1,Бостандыкский,15100000.0
6233,1,39.8,1,Алмалинский,13400000.0
6234,3,70.0,8,Бостандыкский,26000000.0
6235,1,40.0,5,Алмалинский,15500000.0
6236,1,39.0,14,Алатауский,13000000.0
6237,1,42.0,5,Ауэзовский,15000000.0
6238,2,47.0,1,Ауэзовский,13900000.0
6239,3,114.5,11,Медеуский,46000000.0
6240,3,90.4,2,Бостандыкский,30000000.0
6241,2,62.0,8,Бостандыкский,23000000.0
6242,1,36.5,9,Алмалинский,12900000.0
6243,2,77.0,4,Ауэзовский,26400000.0
6244,1,40.0,2,Алмалинский,13700000.0
6245,3,58.0,4,Алмалинский,24000000.0
6246,3,62.0,4,Алмалинский,24000000.0
6247,1,34.0,5,Бостандыкский,18900000.0
6248,1,38.0,3,Алмалинский,15400000.0
6249,1,34.0,5,Алмалинский,13200000.0
6250,3,65.0,1,Бостандыкский,27000000.0
6251,1,40.0,2,Ауэзовский,16500000.0
6252,3,65.0,1,Ауэзовский,22400000.0
6253,2,55.0,6,Ауэзовский,23000000.0
6254,3,62.0,4,Алмалинский,24000000.0
6255,3,70.8,6,Бостандыкский,29000000.0
6256,2,90.0,6,Бостандыкский,36400000.0
6257,3,114.5,11,Медеуский,46000000.0
6258,2,69.8,4,Бостандыкский,28400000.0
6259,1,40.2,2,Ауэзовский,16500000.0
6260,1,45.0,6,Бостандыкский,26500000.0
6261,3,72.0,5,Бостандыкский,29500000.0
6262,1,52.0,1,Алмалинский,14900000.0
6263,2,54.0,5,Ауэзовский,25400000.0
6264,2,60.0,3,Бостандыкский,33000000.0
6265,1,39.0,14,Алатауский,13000000.0
6266,2,45.0,4,Алмалинский,17000000.0
6267,2,44.0,2,Алмалинский,17500000.0
6268,2,69.4,11,Бостандыкский,30000000.0
6269,3,127.0,5,Алмалинский,42000000.0
6270,2,70.0,7,Ауэзовский,28500000.0
6271,3,79.0,8,Алмалинский,27500000.0
6272,2,52.0,5,Бостандыкский,21000000.0
6273,3,65.0,1,Бостандыкский,25500000.0
6274,1,40.0,2,Алмалинский,13700000.0
6275,1,35.0,2,Алмалинский,14400000.0
6276,3,60.0,1,Алмалинский,24000000.0
6277,3,58.0,4,Алмалинский,23000000.0
6278,1,41.0,2,Алмалинский,11800000.0
6279,2,54.0,4,Ауэзовский,18400000.0
6280,3,102.0,5,Бостандыкский,65000000.0
6281,2,45.0,3,Ауэзовский,14600000.0
6282,3,72.5,3,Ауэзовский,27400000.0
6283,3,76.0,5,Алмалинский,30000000.0
6284,2,50.0,2,Алмалинский,21400000.0
6285,2,65.0,8,Бостандыкский,23400000.0
6286,3,80.0,9,Ауэзовский,23000000.0
6287,2,50.0,4,Алмалинский,20400000.0
6288,3,68.6,4,Ауэзовский,20500000.0
6289,2,49.0,1,Бостандыкский,19400000.0
6290,3,58.0,3,Алмалинский,23500000.0
6291,2,51.0,5,Алмалинский,20400000.0
6292,1,38.0,7,Бостандыкский,21400000.0
6293,2,63.0,3,Бостандыкский,26000000.0
6294,2,50.0,4,Алмалинский,20400000.0
6295,3,70.0,1,Ауэзовский,23400000.0
6296,2,48.0,8,Алмалинский,22000000.0
6297,2,49.1,3,Бостандыкский,18400000.0
6298,3,67.0,3,Ауэзовский,21000000.0
6299,3,70.0,6,Ауэзовский,23000000.0
6300,3,80.0,2,Бостандыкский,32000000.0
6301,4,118.0,9,Бостандыкский,78000000.0
6302,3,67.9,4,Ауэзовский,22500000.0
6303,1,44.0,1,Ауэзовский,14200000.0
6304,3,72.0,1,Ауэзовский,23000000.0
6305,1,45.0,10,Бостандыкский,21000000.0
6306,3,117.0,3,Бостандыкский,80800000.0
6307,2,83.0,20,Бостандыкский,32400000.0
6308,2,44.0,4,Ауэзовский,13200000.0
6309,3,80.0,2,Бостандыкский,32000000.0
6310,3,80.0,2,Бостандыкский,32000000.0
6311,2,43.0,4,Ауэзовский,14600000.0
6312,2,86.0,12,Бостандыкский,50000000.0
6313,2,45.0,3,Ауэзовский,15400000.0
6314,2,45.0,3,Ауэзовский,17300000.0
6315,2,43.0,4,Ауэзовский,15900000.0
6316,2,45.0,1,Ауэзовский,14500000.0
6317,2,83.0,4,Бостандыкский,32000000.0
6318,2,70.0,9,Бостандыкский,29000000.0
